"N-gram","北史","北史翻译","Total"
"络驷马安车一","1","1","2"
"禺人王仲宣反","1","1","2"
"夫人幕府署长","1","1","2"
"人幕府署长史","1","1","2"
"时番州总管赵","1","1","2"
"番州总管赵讷","1","1","2"
"州总管赵讷贪","1","1","2"
"赐夫人临振县","1","1","2"
"夫人临振县汤","1","1","2"
"人临振县汤沐","1","1","2"
"邑一千五百户","1","1","2"
"宕昌公王遇监","1","1","2"
"内侍长董丑奴","1","1","2"
"位殿中侍御史","2","0","2"
"绫罗户人乐葵","1","1","2"
"陇东人张乾王","1","1","2"
"中曹侍御尚书","1","1","2"
"殿中侍御尚书","1","1","2"
"赐黄金八十斤","1","1","2"
"陈留公主所告","1","1","2"
"中常侍贾粲假","1","1","2"
"乘步挽入殿门","2","0","2"
"奉车都尉周恃","1","1","2"
"大贤真正都督","1","1","2"
"咸阳王斛律明","1","1","2"
"阳王斛律明月","1","1","2"
"宜阳王赵彦深","1","1","2"
"军将军侯吕芬","1","1","2"
"汉武帝元封四","1","1","2"
"武帝元封四年","1","1","2"
"玄菟太守蔡风","1","1","2"
"灵帝建宁二年","1","1","2"
"玄菟太守耿临","1","1","2"
"菟太守耿临讨","1","1","2"
"司马宣王率众","1","1","2"
"马宣王率众讨","1","1","2"
"玄孙乙弗利频","1","1","2"
"散骑常侍封拨","1","1","2"
"骑常侍封拨诏","1","1","2"
"假散骑常侍程","1","1","2"
"散骑常侍程骏","1","1","2"
"谒者仆射李安","1","1","2"
"者仆射李安上","1","1","2"
"策赠车骑大将","2","0","2"
"护东夷中郎将","1","1","2"
"上开府仪同三","1","1","2"
"营州总管韦世","1","1","2"
"州总管韦世冲","1","1","2"
"表称辽东粪土","1","1","2"
"称辽东粪土臣","1","1","2"
"辽东粪土臣元","1","1","2"
"侍郎斛斯政亡","2","0","2"
"郎斛斯政亡入","2","0","2"
"斛斯政亡入高","2","0","2"
"斯政亡入高丽","2","0","2"
"送斛斯政赎罪","1","1","2"
"莫贺弗勿干率","1","1","2"
"初真等三十人","1","1","2"
"天保四年九月","1","1","2"
"大夫张镇州率","1","1","2"
"夫张镇州率兵","1","1","2"
"养外甥令狐茂","1","1","2"
"外甥令狐茂搜","1","1","2"
"时宋梁州刺史","1","1","2"
"宋梁州刺史甄","1","1","2"
"梁州刺史甄法","1","1","2"
"州刺史甄法护","1","1","2"
"刺史萧思话代","1","1","2"
"史萧思话代任","1","1","2"
"保宗征南大将","1","1","2"
"宗征南大将军","1","1","2"
"保显镇西将军","1","1","2"
"秦河梁三州牧","1","1","2"
"诏淮阳公皮豹","1","1","2"
"阳公皮豹子等","1","1","2"
"保宗妻公主送","1","1","2"
"尚书右丞张普","1","1","2"
"书右丞张普惠","1","1","2"
"东益州刺史魏","1","1","2"
"益州刺史魏子","1","1","2"
"州刺史魏子建","1","1","2"
"公熙大行贿赂","1","1","2"
"秦贼莫折天生","1","1","2"
"宋荆州刺史刘","1","1","2"
"荆州刺史刘义","1","1","2"
"州刺史刘义宣","1","1","2"
"文度武兴镇将","1","1","2"
"征西将军皮欢","1","1","2"
"西将军皮欢喜","1","1","2"
"将军皮欢喜攻","1","1","2"
"进号镇南将军","2","0","2"
"夏侯道迁汉中","2","0","2"
"梁白马戍主尹","1","1","2"
"白马戍主尹天","1","1","2"
"马戍主尹天保","1","1","2"
"戍主尹天保率","1","1","2"
"安西将军邢峦","1","1","2"
"建武将军傅竖","1","1","2"
"武将军傅竖眼","1","1","2"
"将军傅竖眼攻","1","1","2"
"前后镇将唐法","1","1","2"
"后镇将唐法乐","1","1","2"
"氐豪仇石柱等","1","1","2"
"南岐州氐苻寿","1","1","2"
"都督侯莫陈顺","1","1","2"
"渭州刺史长孙","1","1","2"
"州刺史长孙澄","1","1","2"
"鼠仁等相继归","1","1","2"
"仁等相继归附","1","1","2"
"大将军宇文贵","1","1","2"
"凤州固道氐魏","1","1","2"
"州固道氐魏天","1","1","2"
"固道氐魏天王","1","1","2"
"道氐魏天王等","1","1","2"
"将军豆卢宁等","1","1","2"
"沙州氐帅开府","1","1","2"
"州氐帅开府杨","1","1","2"
"氐帅开府杨永","1","1","2"
"帅开府杨永安","1","1","2"
"大将军达奚儒","1","1","2"
"将军达奚儒讨","1","1","2"
"辽东鲜卑徒河","1","1","2"
"东鲜卑徒河涉","1","1","2"
"鲜卑徒河涉归","1","1","2"
"辇后鼓吹大曲","1","1","2"
"宋文帝元嘉三","1","1","2"
"文帝元嘉三年","1","1","2"
"命母弟慕利延","1","1","2"
"弟叱力延等八","1","1","2"
"叱力延等八人","1","1","2"
"力延等八人逃","1","1","2"
"斩首五千余级","1","1","2"
"众一万三千落","1","1","2"
"一万三千落归","1","1","2"
"胡王金钏等物","1","1","2"
"诏阳平王新成","1","1","2"
"建安王穆六头","1","1","2"
"获驼马二十余","1","1","2"
"驼马二十余万","1","1","2"
"诏上党王长孙","1","1","2"
"党王长孙观等","1","1","2"
"广川公皮欢喜","1","1","2"
"川公皮欢喜率","1","1","2"
"都督西垂诸军","1","1","2"
"督西垂诸军事","1","1","2"
"护西戎中郎将","1","1","2"
"西海郡开国公","1","1","2"
"遣员外散骑常","2","0","2"
"外散骑常侍张","1","1","2"
"散骑常侍张礼","1","1","2"
"伏连筹上表申","1","1","2"
"秦州城人莫折","1","1","2"
"州城人莫折念","1","1","2"
"城人莫折念生","1","1","2"
"人莫折念生反","1","1","2"
"北界气候多寒","1","1","2"
"外散骑常侍傅","1","1","2"
"散骑常侍傅灵","1","1","2"
"凉州刺史史宁","1","1","2"
"仆射乞伏触状","1","1","2"
"龙涸王莫昌率","1","1","2"
"上柱国元谐率","1","1","2"
"河西总管定城","1","1","2"
"西总管定城王","1","1","2"
"总管定城王钟","1","1","2"
"管定城王钟利","1","1","2"
"定城王钟利房","1","1","2"
"州刺史皮子信","1","1","2"
"汶州总管梁远","1","1","2"
"秦州总管河间","1","1","2"
"州总管河间王","1","1","2"
"叠州刺史杜祭","1","1","2"
"州刺史杜祭请","1","1","2"
"名王拓拔木弥","1","1","2"
"王拓拔木弥请","1","1","2"
"河南王移兹裒","1","1","2"
"南王移兹裒死","1","1","2"
"大宝王泥洛周","1","1","2"
"河西王沮渠牧","1","1","2"
"西王沮渠牧犍","1","1","2"
"长弟乐平王丕","1","1","2"
"莎车西行一百","1","1","2"
"车西行一百里","1","1","2"
"遣侍御史韦节","1","1","2"
"令闻喜公裴矩","1","1","2"
"曷多汗兄诰归","1","1","2"
"长孙肥轻骑追","1","1","2"
"仑数人奔匹候","1","1","2"
"数人奔匹候跋","1","1","2"
"吴颉等十五人","1","1","2"
"斛律宗人悦侯","1","1","2"
"号牟汗纥升盖","1","1","2"
"山阳侯奚斤等","1","1","2"
"阳侯奚斤等追","1","1","2"
"附国高车追击","1","1","2"
"平城三千七百","1","1","2"
"城三千七百余","1","1","2"
"三千七百余里","1","1","2"
"东西五千余里","1","1","2"
"后归降三十余","1","1","2"
"归降三十余万","1","1","2"
"戎马百余万匹","1","1","2"
"遣左仆射安原","2","0","2"
"仆射安原等讨","2","0","2"
"高车诸部望军","2","0","2"
"车诸部望军降","2","0","2"
"诸部望军降者","2","0","2"
"部望军降者数","2","0","2"
"望军降者数十","2","0","2"
"军降者数十万","2","0","2"
"大檀部落衰弱","1","1","2"
"河东公贺多罗","1","1","2"
"督十五将西道","2","0","2"
"大泽向涿邪山","1","1","2"
"浚稽北向天山","1","1","2"
"西伐沮渠牧犍","1","1","2"
"宜都王穆寿辅","1","1","2"
"济南公罗乌拔","1","1","2"
"军斛律桓等十","1","1","2"
"斛律桓等十二","1","1","2"
"纥奚勿六跋朝","1","1","2"
"高车王弥俄突","1","1","2"
"号豆罗伏拔豆","1","1","2"
"豆罗伏拔豆伐","1","1","2"
"永平四年九月","1","1","2"
"沙门洪宣奉献","1","1","2"
"门洪宣奉献珠","1","1","2"
"骁骑将军马义","1","1","2"
"骑将军马义舒","1","1","2"
"遣使俟斤尉建","2","0","2"
"神龟元年二月","1","1","2"
"明帝临显阳殿","2","0","2"
"顾礼等二十人","1","1","2"
"书舍人徐纥宣","1","1","2"
"弟乙居伐轻骑","1","1","2"
"散骑常侍孟威","1","1","2"
"中书舍人曹道","1","1","2"
"书舍人曹道宣","1","1","2"
"等五十四人请","1","1","2"
"中书舍人穆弼","1","1","2"
"书舍人穆弼宣","1","1","2"
"细明光人马铠","1","1","2"
"明光人马铠一","1","1","2"
"光人马铠一具","1","1","2"
"铁人马铠六具","1","1","2"
"露丝银缠槊二","1","1","2"
"丝银缠槊二张","1","1","2"
"赤漆鼓角二十","1","1","2"
"漆鼓角二十具","1","1","2"
"内者绯纳袄一","1","1","2"
"内者杂彩千段","1","1","2"
"口袴褶一具内","2","0","2"
"袴褶一具内中","2","0","2"
"百子帐十八具","1","1","2"
"俟力发婆罗门","1","1","2"
"力发婆罗门率","1","1","2"
"使者牒云具仁","1","1","2"
"俟斤丘升头六","1","1","2"
"斤丘升头六人","1","1","2"
"浑河旃等二人","1","1","2"
"诏散骑常侍王","2","0","2"
"散骑常侍王遵","1","1","2"
"骑常侍王遵业","1","1","2"
"蠕蠕后主俟匿","1","1","2"
"蠕后主俟匿伐","1","1","2"
"录尚书事高阳","1","1","2"
"尚书事高阳王","1","1","2"
"书事高阳王雍","1","1","2"
"书左仆射元钦","1","1","2"
"事黄门侍郎张","1","1","2"
"黄门侍郎张烈","1","1","2"
"结山吐若奚泉","1","1","2"
"敦煌北西海郡","1","1","2"
"尚书令李崇等","1","1","2"
"郁久闾弥娥等","1","1","2"
"久闾弥娥等朝","1","1","2"
"太昌元年六月","1","1","2"
"乌勾兰树升伐","1","1","2"
"勾兰树升伐等","1","1","2"
"兰树升伐等朝","1","1","2"
"永熙二年四月","1","1","2"
"元象元年五月","1","1","2"
"相府功曹参军","1","1","2"
"府功曹参军张","1","1","2"
"功曹参军张徽","1","1","2"
"曹参军张徽纂","1","1","2"
"赤铺步落坚胡","1","1","2"
"蠕蠕主雪耻报","1","1","2"
"莫何莫缘游大","1","1","2"
"何莫缘游大力","1","1","2"
"莫缘游大力等","1","1","2"
"缘游大力等朝","1","1","2"
"散骑常侍太府","1","1","2"
"骑常侍太府卿","1","1","2"
"常侍太府卿罗","1","1","2"
"侍太府卿罗念","1","1","2"
"直散骑常侍中","1","1","2"
"散骑常侍中书","1","1","2"
"骑常侍中书舍","1","1","2"
"常侍中书舍人","1","1","2"
"侍中书舍人穆","1","1","2"
"中书舍人穆景","1","1","2"
"书舍人穆景相","1","1","2"
"舍人穆景相等","1","1","2"
"折豆浑十升等","1","1","2"
"豆浑十升等朝","1","1","2"
"妹乐安公主许","1","1","2"
"兰陵郡长公主","1","1","2"
"豆登郁久闾譬","2","0","2"
"登郁久闾譬浑","1","1","2"
"太常卿孟韶等","1","1","2"
"常卿孟韶等送","1","1","2"
"卿孟韶等送公","1","1","2"
"孟韶等送公主","1","1","2"
"豆登郁久闾匿","1","1","2"
"登郁久闾匿伏","1","1","2"
"登郁久闾譬掘","1","1","2"
"齐神武威德日","1","1","2"
"神武威德日盛","1","1","2"
"吐豆发郁久闾","1","1","2"
"豆发郁久闾汗","1","1","2"
"发郁久闾汗拔","1","1","2"
"郁久闾汗拔姻","1","1","2"
"久闾汗拔姻姬","1","1","2"
"闾汗拔姻姬等","1","1","2"
"汗拔姻姬等送","1","1","2"
"拔姻姬等送女","1","1","2"
"阿瑰突厥所破","2","0","2"
"太子庵罗辰瑰","2","0","2"
"子庵罗辰瑰弟","2","0","2"
"庵罗辰瑰弟登","2","0","2"
"罗辰瑰弟登注","2","0","2"
"辰瑰弟登注俟","2","0","2"
"余众立注次子","2","0","2"
"众立注次子铁","2","0","2"
"立注次子铁伐","2","0","2"
"注次子铁伐主","2","0","2"
"登注子库提北","2","0","2"
"人阿富提等所","2","0","2"
"阿富提等所杀","2","0","2"
"国人复立库提","2","0","2"
"人复立库提主","2","0","2"
"立阿瑰子庵罗","2","0","2"
"阿瑰子庵罗辰","2","0","2"
"瑰子庵罗辰主","2","0","2"
"庵罗辰父子北","1","1","2"
"获庵罗辰妻子","2","0","2"
"亲率轻骑五千","2","0","2"
"率轻骑五千追","1","1","2"
"西魏恭帝二年","1","1","2"
"率部千余家奔","1","1","2"
"部千余家奔关","1","1","2"
"千余家奔关中","1","1","2"
"鹿浑海西北百","1","1","2"
"浑海西北百余","1","1","2"
"海西北百余里","1","1","2"
"牛马羊二十余","1","1","2"
"马羊二十余万","1","1","2"
"亲勒六军中道","2","0","2"
"将西北绝漠千","2","0","2"
"西北绝漠千余","2","0","2"
"北绝漠千余里","2","0","2"
"高车侄利曷莫","1","1","2"
"车侄利曷莫弗","1","1","2"
"侄利曷莫弗敕","1","1","2"
"利曷莫弗敕力","1","1","2"
"曷莫弗敕力犍","1","1","2"
"莫弗敕力犍率","1","1","2"
"高车解批莫弗","1","1","2"
"车解批莫弗幡","1","1","2"
"解批莫弗幡豆","1","1","2"
"批莫弗幡豆建","1","1","2"
"都督宇文福追","1","1","2"
"荥州刺史邵国","1","1","2"
"州刺史邵国公","1","1","2"
"刺史邵国公宇","1","1","2"
"史邵国公宇文","1","1","2"
"邵国公宇文胄","1","1","2"
"东楚州刺史费","1","1","2"
"东潼州刺史曹","1","1","2"
"潼州刺史曹孝","1","1","2"
"州刺史曹孝达","1","1","2"
"西南道行台兵","1","1","2"
"南道行台兵部","1","1","2"
"道行台兵部尚","1","1","2"
"二十四州诸军","1","1","2"
"追尊元德太子","1","1","2"
"后袭封临泾公","1","1","2"
"转内史下大夫","2","0","2"
"宋秘书丞王俭","1","1","2"
"秘书丞王俭依","1","1","2"
"撰定圆丘五帝","1","1","2"
"定圆丘五帝凯","1","1","2"
"圆丘五帝凯乐","1","1","2"
"立春木王火相","1","1","2"
"立夏火王土相","1","1","2"
"立秋金王水相","1","1","2"
"立冬水王木相","1","1","2"
"右中军熊渠中","1","1","2"
"中军熊渠中大","1","1","2"
"军熊渠中大夫","1","1","2"
"长白山头百战","1","1","2"
"白山头百战场","1","1","2"
"检校河南内史","1","1","2"
"太原道十九州","1","1","2"
"瀛州刺史宇文","1","1","2"
"州刺史宇文亢","1","1","2"
"刺史宇文亢召","1","1","2"
"命散骑常侍封","1","1","2"
"散骑常侍封孝","1","1","2"
"骑常侍封孝琰","1","1","2"
"前乐陵太守郑","1","1","2"
"乐陵太守郑元","1","1","2"
"陵太守郑元礼","1","1","2"
"卫尉少卿杜台","1","1","2"
"尉少卿杜台卿","1","1","2"
"直散骑常侍杨","1","1","2"
"散骑常侍杨训","1","1","2"
"直散骑侍郎马","1","1","2"
"散骑侍郎马元","1","1","2"
"骑侍郎马元熙","1","1","2"
"省三公郎中刘","1","1","2"
"三公郎中刘珉","1","1","2"
"开府行参军李","1","1","2"
"府行参军李师","1","1","2"
"行参军李师上","1","1","2"
"前济州长史李","1","1","2"
"济州长史李翥","1","1","2"
"前广武太守魏","1","1","2"
"前幽州长史陆","1","1","2"
"幽州长史陆仁","1","1","2"
"州长史陆仁惠","1","1","2"
"郑州司马江旰","1","1","2"
"前通直散骑侍","1","1","2"
"直散骑侍郎辛","1","1","2"
"散骑侍郎辛德","1","1","2"
"骑侍郎辛德源","1","1","2"
"通直郎封孝骞","1","1","2"
"省右户郎元行","1","1","2"
"右户郎元行恭","1","1","2"
"司徒户曹参军","1","1","2"
"徒户曹参军古","1","1","2"
"户曹参军古道","1","1","2"
"曹参军古道子","1","1","2"
"前司空功曹参","1","1","2"
"司空功曹参军","1","1","2"
"获嘉令崔德儒","1","1","2"
"太尉中兵参军","1","1","2"
"尉中兵参军刘","1","1","2"
"中兵参军刘儒","1","1","2"
"兵参军刘儒行","1","1","2"
"司空祭酒阳辟","1","1","2"
"空祭酒阳辟疆","1","1","2"
"士曹参军卢公","1","1","2"
"曹参军卢公顺","1","1","2"
"司空中兵参军","1","1","2"
"空中兵参军周","1","1","2"
"中兵参军周子","1","1","2"
"兵参军周子深","1","1","2"
"开府行参军王","1","1","2"
"府行参军王友","1","1","2"
"行参军王友伯","1","1","2"
"一百四十二卷","1","1","2"
"镇西湘东王府","1","1","2"
"西湘东王府中","1","1","2"
"湘东王府中记","1","1","2"
"东王府中记室","1","1","2"
"王府中记室参","1","1","2"
"府中记室参军","1","1","2"
"小畿伯下大夫","1","1","2"
"外散骑侍郎李","1","1","2"
"散骑侍郎李敖","1","1","2"
"号征西大将军","1","1","2"
"遣大鸿胪公孙","1","1","2"
"大鸿胪公孙轨","1","1","2"
"乌纥提一名大","1","1","2"
"纥提一名大孩","1","1","2"
"地粟袁长子匹","1","1","2"
"粟袁长子匹候","1","1","2"
"袁长子匹候跋","1","1","2"
"阳王长孙翰等","1","1","2"
"将军安原等西","1","1","2"
"拔等率千余家","1","1","2"
"敦煌安置婆罗","1","1","2"
"煌安置婆罗门","1","1","2"
"尚书令刘洁等","1","1","2"
"太祖道武皇帝","1","1","2"
"建国三十四年","1","1","2"
"国三十四年七","1","1","2"
"三十四年七月","1","1","2"
"十四年七月七","1","1","2"
"四年七月七日","1","1","2"
"南部大人长孙","1","1","2"
"部大人长孙嵩","1","1","2"
"登国元年春正","1","1","2"
"国元年春正月","1","1","2"
"人叔孙普洛等","1","1","2"
"叔孙普洛等十","1","1","2"
"孙普洛等十三","1","1","2"
"普洛等十三人","1","1","2"
"诸乌丸亡奔卫","2","0","2"
"乌丸亡奔卫辰","2","0","2"
"五年春三月甲","1","1","2"
"年春三月甲申","1","1","2"
"慕容垂遣子贺","2","0","2"
"容垂遣子贺驎","2","0","2"
"陈留公虔等西","1","1","2"
"帝南征薛干部","1","1","2"
"皇始元年春正","1","1","2"
"始元年春正月","1","1","2"
"左司马许谦上","1","1","2"
"辽西王农弃城","1","1","2"
"辅国将军奚牧","1","1","2"
"冠军将军王建","1","1","2"
"左军将军李栗","1","1","2"
"军将军李栗等","1","1","2"
"将军李栗等攻","1","1","2"
"宜都王慕容凤","1","1","2"
"辅国将军张骧","1","1","2"
"护军将军徐超","1","1","2"
"秘书监崔逞等","1","1","2"
"太史令晁崇奏","1","1","2"
"降者二万余人","2","0","2"
"天兴元年春正","1","1","2"
"兴元年春正月","1","1","2"
"右军将军尹国","1","1","2"
"安南将军长孙","1","1","2"
"南将军长孙嵩","1","1","2"
"章武诸郡群盗","2","0","2"
"辽西公意列谋","1","1","2"
"西公意列谋反","1","1","2"
"尚书吏部郎中","1","1","2"
"书吏部郎中邓","1","1","2"
"仪曹郎中董谧","1","1","2"
"曹郎中董谧撰","1","1","2"
"三公郎中王德","1","1","2"
"吏部尚书崔宏","1","1","2"
"部尚书崔宏总","1","1","2"
"左丞相卫王仪","1","1","2"
"徙六州二十二","1","1","2"
"六州二十二郡","1","1","2"
"祖神元皇帝配","1","1","2"
"高凉王乐真等","1","1","2"
"凉王乐真等七","1","1","2"
"王乐真等七军","1","1","2"
"幽州刺史封沓","1","1","2"
"州刺史封沓干","1","1","2"
"谒者仆射张济","1","1","2"
"凉武昭王李玄","1","1","2"
"武昭王李玄盛","1","1","2"
"年春二月丁亥","2","0","2"
"使者巡行州郡","2","0","2"
"州刺史长孙肥","1","1","2"
"刺史长孙肥南","1","1","2"
"尚书左仆射狄","1","1","2"
"书左仆射狄伯","1","1","2"
"左仆射狄伯支","1","1","2"
"加车骑大将军","2","0","2"
"天赐元年春二","1","1","2"
"赐元年春二月","1","1","2"
"授著作郎王宜","1","1","2"
"著作郎王宜弟","1","1","2"
"兵法孤虚立成","1","1","2"
"法孤虚立成图","1","1","2"
"永兴二年九月","1","1","2"
"泰常五年改谥","1","1","2"
"永兴元年冬十","1","1","2"
"兴元年冬十月","1","1","2"
"兵将军山阳侯","1","1","2"
"将军山阳侯奚","1","1","2"
"军山阳侯奚斤","1","1","2"
"山阳侯奚斤巡","1","1","2"
"北新侯安同等","1","1","2"
"新侯安同等持","1","1","2"
"侯安同等持节","1","1","2"
"安同等持节巡","1","1","2"
"同等持节巡行","1","1","2"
"定二州诸山居","2","0","2"
"二州诸山居杂","2","0","2"
"州诸山居杂胡","2","0","2"
"黎王慕容伯兒","2","0","2"
"王慕容伯兒谋","2","0","2"
"慕容伯兒谋反","2","0","2"
"年春正月己巳","2","0","2"
"阳平王熙等十","1","1","2"
"平王熙等十二","1","1","2"
"诏使者巡行天","2","0","2"
"神瑞元年春正","1","1","2"
"瑞元年春正月","1","1","2"
"年春正月辛酉","2","0","2"
"马邑侯元陋孙","1","1","2"
"年春正月丙辰","2","0","2"
"复所过田租半","2","0","2"
"兗州刺史尉建","2","0","2"
"仲德遂入滑台","2","0","2"
"征东将军长孙","1","1","2"
"东将军长孙道","1","1","2"
"将军长孙道生","1","1","2"
"四年春正月壬","2","0","2"
"春正月壬辰朔","2","0","2"
"五年春正月丙","2","0","2"
"淮南侯司马国","1","1","2"
"池阳侯司马道","1","1","2"
"阳侯司马道赐","1","1","2"
"加抚军大将军","2","0","2"
"诏皇太子率百","2","0","2"
"神武晋州刺史","2","0","2"
"晋州刺史韦孝","1","1","2"
"州刺史韦孝宽","1","1","2"
"豫州刺史高元","1","1","2"
"州刺史高元成","1","1","2"
"襄州刺史李密","1","1","2"
"广州刺史暴显","1","1","2"
"州刺史暴显等","1","1","2"
"书祠部郎中元","1","1","2"
"长秋卿刘思逸","1","1","2"
"武定六年正月","1","1","2"
"州刺史石长宣","1","1","2"
"大行台慕容绍","1","1","2"
"遣行台尚书辛","1","1","2"
"行台尚书辛术","1","1","2"
"瀛州河间五郡","2","0","2"
"西魏大将军王","1","1","2"
"魏大将军王思","1","1","2"
"大将军王思政","1","1","2"
"请魏帝立皇太","1","1","2"
"累迁尚书左仆","2","0","2"
"太尉彭城王韶","1","1","2"
"司空潘相乐奉","1","1","2"
"天保元年夏五","1","1","2"
"保元年夏五月","1","1","2"
"诏改封崇圣侯","1","1","2"
"改封崇圣侯孔","1","1","2"
"封崇圣侯孔长","1","1","2"
"尚书左仆射慕","1","1","2"
"书左仆射慕容","1","1","2"
"左仆射慕容绍","1","1","2"
"仆射慕容绍宗","1","1","2"
"定州刺史段荣","1","1","2"
"御史中尉刘贵","1","1","2"
"御史中尉窦泰","1","1","2"
"殷州刺史刘丰","1","1","2"
"府仪同三司司","1","1","2"
"仪同三司司马","1","1","2"
"同三司司马子","1","1","2"
"辽东郡开国公","1","1","2"
"承制邵陵王萧","1","1","2"
"制邵陵王萧纶","1","1","2"
"梁湘东王萧绎","2","0","2"
"湘东王萧绎遣","2","0","2"
"东王萧绎遣使","2","0","2"
"周文帝见军容","1","1","2"
"二年春正月丁","2","0","2"
"太尉彭乐谋反","1","1","2"
"梁承制湘东王","1","1","2"
"侯景废梁简文","1","1","2"
"景废梁简文帝","1","1","2"
"东南道行台辛","1","1","2"
"南道行台辛术","1","1","2"
"年春正月丙子","2","0","2"
"年春正月癸丑","2","0","2"
"周文帝废西魏","1","1","2"
"太子少师侯莫","1","1","2"
"子少师侯莫陈","1","1","2"
"少师侯莫陈相","1","1","2"
"晋安王萧方智","1","1","2"
"年春正月壬寅","2","0","2"
"秦州刺史徐嗣","1","1","2"
"州刺史徐嗣徽","1","1","2"
"南豫州刺史任","1","1","2"
"豫州刺史任约","1","1","2"
"州刺史任约等","1","1","2"
"都督柳达摩等","1","1","2"
"夫一百八十万","1","1","2"
"一百八十万人","1","1","2"
"封司空侯莫陈","1","1","2"
"凉风堂读尚书","1","1","2"
"大都督萧轨等","1","1","2"
"仪同三司娄睿","1","1","2"
"梁湘州刺史王","2","0","2"
"山东寡妇二千","1","1","2"
"东寡妇二千六","1","1","2"
"寡妇二千六百","1","1","2"
"妇二千六百人","1","1","2"
"冢宰宇文护杀","1","1","2"
"宰宇文护杀闵","1","1","2"
"宇文护杀闵帝","1","1","2"
"北豫州刺史司","1","1","2"
"州刺史司马消","1","1","2"
"刺史司马消难","1","1","2"
"畿内老人刘奴","1","1","2"
"内老人刘奴等","1","1","2"
"老人刘奴等九","1","1","2"
"人刘奴等九百","1","1","2"
"刘奴等九百四","1","1","2"
"奴等九百四十","1","1","2"
"等九百四十三","1","1","2"
"九百四十三人","1","1","2"
"冀州刺史段韶","1","1","2"
"太尉长乐郡公","1","1","2"
"尉长乐郡公尉","1","1","2"
"长乐郡公尉粲","1","1","2"
"肆州刺史濮阳","1","1","2"
"州刺史濮阳公","1","1","2"
"刺史濮阳公娄","1","1","2"
"史濮阳公娄仲","1","1","2"
"濮阳公娄仲远","1","1","2"
"东平公元景式","1","1","2"
"平公元景式等","1","1","2"
"公元景式等二","1","1","2"
"特进元韶等十","1","1","2"
"进元韶等十九","1","1","2"
"元韶等十九家","1","1","2"
"左仆射高德正","1","1","2"
"晋阳宫德阳堂","1","1","2"
"令平秦王高归","1","1","2"
"大司农穆子容","1","1","2"
"刺都督尉子耀","1","1","2"
"魏乐安王元昂","1","1","2"
"十年十月十日","1","1","2"
"国子博士邢峙","1","1","2"
"子博士邢峙侍","1","1","2"
"博士邢峙侍讲","1","1","2"
"国子助教许散","1","1","2"
"子助教许散愁","1","1","2"
"尊皇太后太皇","2","0","2"
"皇太后太皇太","2","0","2"
"太后太皇太后","2","0","2"
"九州军人七十","1","1","2"
"乾明元年春正","1","1","2"
"明元年春正月","1","1","2"
"尚书右仆射燕","1","1","2"
"书右仆射燕子","1","1","2"
"右仆射燕子献","1","1","2"
"散骑常侍郑子","1","1","2"
"骑常侍郑子默","1","1","2"
"大丞相常山王","1","1","2"
"府仪同三司刘","1","1","2"
"仪同三司刘洪","1","1","2"
"同三司刘洪徽","1","1","2"
